Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
,,Elan basar Tikana dele nu pore basa ow doctor or chamber oijebo😁,0,,,,,
,,Amr deka best transformation ja dekia ami comat achi😜😁🤣🤣🤣,0,,,,,
,,"Mainshe fay na, ar tumra faiao khau na universal dialogue",0,,,,,
,,bhai product chanda system e neoa jaibo ni?,0,,,,,
,,dukano gia tumare to mile na mia,0,,,,,
,,E dakati sob or loge o oise🥲,0,,,,,
,,Amrare to koita salami dilaw tmra arailbay ammmar gese joma takouk😪🙂,0,,,,,
,,Yaa caca lagtoh nay itha kene 😁,0,,,,,
,,chand rait pinda r lagi dress kinlay na ni go🤣,0,,,,,
,,Ami babsi side a saiya kali duwa korra kundin double oita 😂😂,0,,,,,
,,Vai cash neina Bkash e fataile bala oy :),0,,,,,
,,Gangor faro sundor oibo iftar koriao gango ghusol diya akbare fresh oiya uthba..🤣,0,,,,,
,,amar longi oisena ni rebo 2bosor agee je dislam,0,,,,,
,,Tara mono koroin khub kanda taki na matile Amra huntam na🥹,0,,,,,
,,Matia berat pori geso😴🤣,0,,,,,
,,Busi malor dukan thaki tura busi loiya ay ...this epic line 🤣,0,,,,,
,,Ghor o roise ni ar kicchu🙂 na shbta mosjid o aicche😐,0,,,,,
,,Ek punjabir pocket o otota atlo kila🤔,0,,,,,
,,huruttar acting sera oise  Ar josmin or ma always faaaaaah,0,,,,,
,,fota bala ila dong korle upay nai🤣,0,,,,,
,,Yaa allah hujur dekhi International hujur 🙂,0,,,,,
,,Elan koile tw manush doraiya uthbo😹,0,,,,,
,,ita binodon pawar lagi Sylhet biya kora uchit😂,0,,,,,
,,At least fani khao bhai amito bhule bhule biscuits harai dei🙂,0,,,,,
,,Bhai bodna marka to achil na😂😂,0,,,,,
,,"Kamor jinish,, dungi diya dim bazi koriya khaite je moja laghe🙂🐸",0,,,,,
,,"Apne kun marka loiyaa kara oisoin vai,, oy te id card cara vote dilam nee 🫡",0,,,,,
,,"Vai re vai tumr ar amrar life to makon or lakan same, 🤧😫🤣",0,,,,,
,,Ringtones or nam kita vai ami amr phn o dimu😒,0,,,,,
,,Ami to salam diya bade abar foyla taki gona suru kora lagto🤣🤣🤣,0,,,,,
,,Ki ekta obostha boroluki mat matiya abr ou center fruit ou dila🙂💔,0,,,,,
,,Noya kori ow sob gular English hikte oibo dekram.... 😎😎,0,,,,,
,,Vai Afne faroin o..elan aro video anoin jno sylheti version gun dekhte besh Balaw lagee,0,,,,,
,,Abba okol or shanti lge na amra re gumo dkia... 😄😄,0,,,,,
,,"Exactly, amar baiye always ekta kore 😆",0,,,,,
,,"12:63 kun ghorit baje,e ghori amar dorkhar🙂.",0,,,,,
,,Daman aruya na kita?😂,0,,,,,
,,Gurar gas katba itay...  workshop Kam korba itay,0,,,,,
,,Randa jaito nay rebo deg beshi boro,0,,,,,
,,Bikka kori o bat paito nay ikta common dailoug vai 🤣🤣🤣😂,0,,,,,
,,Swimming pool o folail mach paico ni vai?🤭,0,,,,,
,,tui oiddo manush nirjaton mamlay fasbe 🤣🤣,0,,,,,
,,Manobotar katire koitay aslay duya sob somoy ase😀,0,,,,,
,,Bhai camera ta thik koriya doroin amra bucchi afne onek boro luk  .🤣🤣🤣🤣,0,,,,,
,,yah kapor dowa ses oile video koroin jeno,0,,,,,
,,Bebshat laal batti dhorai dise 🔴🙂,0,,,,,
,,sob ex bandobi ekloge aicche na kita🤣,0,,,,,
,,Dat paise chacharTukku  dat to utse na....,0,,,,,
,,Ek hali bula dim nam ta bakka sundr🙂,0,,,,,
,,Nijor room o privacy bolte kicchu ouu nai🙂🐸,0,,,,,
,,Jibon ta tena tena oi gelo 😂😂😂,0,,,,,
,,Khaislot tmr lakan faibo 🙂,0,,,,,
,,Kurma ekono jal or  😂,0,,,,,
,,Fukra amor ikan shera lagse😂,0,,,,,
,,Ammar profile pic ta dekiya buja jar hasayu amma r phone or text 😂,0,,,,,
,,Ammar kotha bad dew amr cousin ekjon e amr 3% ala phn kuliya tan 83% ala phn crg o lagaisoin🐸,0,,,,,
,,ammar phn or crg taratari jaygi jano nani  battery nosto thake😆,0,,,,,
,,Eno dekram afnr phn o mb o nai  te video ailo kila,0,,,,,
,,Na jana amr obuj mon kew explain korokka ,0,,,,,
,,maje maje dakka kawar je bepar ta🙂🙏,0,,,,,
,,zindabajar point o jam takee er lagi obay shortcut,0,,,,,
,,ya Sylheti oiyau zaitam parlam na😫🥲,0,,,,,
,,duis jay na kuno babe 😂🤣family maje 🤣🤣,0,,,,,
,,loge ami o koi he kali game khelto kori jar na amma🤣🤣,0,,,,,
,,Aiccha te ami jairam bazaro tor jauya lagto na 😂,0,,,,,
,,"ola ak jon dada takle ar kita lage, 🥺",0,,,,,
,,sylhety manus or mon onk boro karon kuno bipod o porle sobor age tarau ay,0,,,,,
,,Sylhet kun jagat splyad or showrom porse,0,,,,,
,,apnarar ovinoy dekia.. pasor barir manushor ovinoy dektam buli jai😐,0,,,,,
,,ami o afnar table fan oigeci ekn,0,,,,,
,,tumar lagiya amr je jane taner go but koibar moto kew nai go hay kopal,0,,,,,
,,hukoin o aro beshi  dam goh mai😁,0,,,,,
,,Keyboard egun tor jane maner kila allah janoin🙂,0,,,,,
,,Instant reply dewa public ta ami🙂,0,,,,,
,,Tumary dekhar lagii amr Jan jarr gii :)🥹🫂🤍,0,,,,,
,,kopal kharap ilan bondhu nai ektaw,0,,,,,
,,Same bhai amar bondu agu ase kali koy fan kauaitam,0,,,,,
,,porikkar din gumai geslam ba 🥸,0,,,,,
,,Cng calaiya re fut khala oigec coukh or nich🥹🤣,0,,,,,
,,Oy oy satti falaia i jay jodi noya satti😁,0,,,,,
,,Ita mukhe koile mair lagijay shobor loge. erlagi koina ,0,,,,,
,,"Ami introvert na, but majhe majhe ota kori, loge loge reply korina, call dhorina mata lagbo kori 😂😂",0,,,,,
,,Bat khaibay fita o khaibay  🤣,0,,,,,
,,Egu dekhi amar khaislot 😂 er lagi kunukano giya thaki nah,0,,,,,
,,Chumki kam o ay na kne 😂,0,,,,,
,,Eta to Ami kori last a jesata niya Rag Kori koi jaitam nay 🤣🤣,0,,,,,
,,Ek nojore amra goror obostha dekhlam,0,,,,,
,,aindhar korilsee asta ghor😂🤣😂🤣,0,,,,,
,,Noyaa garir motor bakorilaica😆,0,,,,,
,,vabtam kali ami oi olan gaillai mybe🥱akn deki amr moto aro asoin🐸,0,,,,,
,,Bhair kothar kuno mullo nai e ghoro💔,0,,,,,
,,Almari thowar lagi bathroom ou best😆,0,,,,,
,,Ufror drawer khuliya nichor drawer o asil🙂,0,,,,,
,,"Success oibay vai insallah,,calaiya jaw 🥰",0,,,,,
,,Hayre bhai cacir dukh khan bujlay na,0,,,,,
,,Mamu nani a mukh kila dekhaita shomajo😂😂😂,0,,,,,
,,auntyr ovinoy sundor oice😌🤣,0,,,,,
,,"khala morle bujbay ,akn bujray na erlagi dorja lock korso..ita tik nay",0,,,,,
,,Eta dialogue kunudin o change oito nay,0,,,,,
,,Oo allah sanasur or fua bule prithibir  bara gesegi😂😂😆😆😆,0,,,,,
,,Shes porjonto Kodoris chacare o charlay na🤭🤣🤣,0,,,,,
,,amr ammay ota koroin torkot hari gele bongsor dus🙂,0,,,,,
,,ami kali pisonor companyr nam porci🤣,0,,,,,
,,Kali tumi jalan aslay olan ow rak roilay abo,0,,,,,
,,Nunor bora gorom kori dew,0,,,,,
,,Basat jane ni pagol oicho je,0,,,,,
,,Boitol e dekhi Amar Babar lungi porse😂🤣🤣🤣,0,,,,,
,,Seen ta asholeu kintu hasa lager 😂😂😂😂,0,,,,,
,,Sinni kobe dewa oibo amre dak dio... 🙂🙏,0,,,,,
,,Bai dada bodukar amol jugor mat kota hikilaico,0,,,,,
,,YouTube dekiya banaile olai oibo 😂,0,,,,,
,,Lobon or pore r randitam parlam na 🙃,0,,,,,
,,Bhai Bangladesh or jatio shobji oilo kodu  🤣,0,,,,,
,,"Longi tho sundor ace, koi taki loico",0,,,,,
,,Apne kori lain amra sob loge aci ar alu pua purin sobe kay besi  amr goro ar kuntah take ar na take alu ace,0,,,,,
,,Oy bhai amio chai alu re jatiyo sobji kora owk,0,,,,,
,,Fite taner ni ? Te fita khaibay,0,,,,,
,,"mamah sei video oise, de lara cini chara...",0,,,,,
,,He tmr bongshor prodip,0,,,,,
,,Tare tar hour barir Tay tabij korce ,0,,,,,
,,Hahaha....sylheti hali hokol koi gelay Oto opoman,0,,,,,
,,Baire bai..ita mator class kunano koros re bai,0,,,,,
,,Piche tamim boile sei oilo one,0,,,,,
,,Best time  mushi bhai and Mominul vhai,0,,,,,
,,aij tumar video dekia pet boria bhat kaimu,0,,,,,
,,vai balis baroi gese ,0,,,,,
,,Fura furi buja jaar kunbay kusa kusi soler ,0,,,,,
,,Allah afnarare besh kori ou lakan kam korar toufik jeno dein,0,,,,,
,,diet o takia chinta kori kundin kuntath khawat jaitm,0,,,,,
,,Jaw follow korlam . video vala ou lage kharap nay ,0,,,,,
,,Vai amio cinta korram biman ekta loitam,0,,,,,
,,ami r amr bhai a bus game keli olaa tk poysa loiya deal oy kun gari Age loitam,0,,,,,
,,Oto jure tabata mara tik oise nah tar betahre ,0,,,,,
,,otho mat koi thaki shiko re bhai.....pura original lage ..bhujar khomota nai....,0,,,,,
,,O Mai go mai Ami to Kali muk baydi chairam,0,,,,,
,,Kutni buri betin okhol fail re vai tumar kache,0,,,,,
,,Bhai 5 tk Anar lagi 50 tk gari bara laglo,0,,,,,
,,Modon or komorr ses ,0,,,,,
,,bondo oto shundor punjabi findiya jawa lage ni,0,,,,,
,,modon tumi daily gusol koroni,0,,,,,
,,ou deko mai nai gau marat geson gi,0,,,,,
,,amar ek copy photo tuli dew modai,0,,,,,
,,Modon a chair bangise foyla shooting  korte ,0,,,,,
,,cement sara gatni diray ar khali cupo cha khairay modon bhai,0,,,,,
,,Ami o emne 20. 30 teka kori dam barai Monor moto video ,0,,,,,
,,na na sob jagat fatlami na goru newa lagbo ,0,,,,,
,,chouk tifa marte marte khana oijibay sasa,0,,,,,
,,de lara cini sara,0,,,,,
,,"O jumu Khailaw,tumi nah khaile amio khaitam na",0,,,,,
,,o caca tumar boyosh koto,0,,,,,
,,chachay deki kothay kothay chouk tifa maroin,0,,,,,
,,kita rebo bedir boyosh di kita kortay,0,,,,,
,,chacha ar boro oin na agea jela asla ekono deki ola roila,0,,,,,
,,chachar dat gunta fuke kailche shara,0,,,,,
,,boro chacha biya kortam na,0,,,,,
,,"suto baicha tare beshi fakna banaiba na, ela bachaintor ufre bade effect forbo",0,,,,,
,,chacha tumar i'd bout ag taki follow dewa..... chacha chachir kobor kita,0,,,,,
,,ela oile baf pagol oite besh shomoy lagto na,0,,,,,
,,shera reh betain tumra,0,,,,,
,,Chabi igu kila khailo o bhai ra bhai,0,,,,,
,,eta huruta na afod,0,,,,,
,,Sorry marawnir pua igu latest ,0,,,,,
,,Mator style deko...lager hasarikor eta gotce ,0,,,,,
,,2 o faw ufre kila tuloin,0,,,,,
,,Ere dalal. Okhol tumra eta hiltlari bad diya jao forat bow giya,0,,,,,
,,o buyai dan pan tullay kila go e megor maje,0,,,,,
,,champa bhabir dewor shada kaiya tal oiyo na kali,0,,,,,
,,bakka din bade duio buyaire dekiya janor maje ola aram paisi kita koitam,0,,,,,
,,ibar boroi r am hukani gese na Meg or karone,0,,,,,
,,Tumi tain 2 buAi re amr je maya lager ,0,,,,,
,,Hayre hay style ,0,,,,,
,,amar murgi eta british ucharon kori mate siow siow kore ,0,,,,,
,,apnar durvolota tara bujilise er lagi tara apnare respect kore na,0,,,,,
,,Dadi cacir ijjot marilcoin,0,,,,,
,,buai tumi tain j expert acting o,0,,,,,
,,afnar orna igun kub sundor,0,,,,,
,,caca j dour diso dekio forijibay,0,,,,,
,,bhai tumar potiba de aludiya kichu banaw ,0,,,,,
,,asta gauwe janbo he sa kawat ,0,,,,,
,,shundor owar saite shundor mon beshi joruri,0,,,,,
,,Ma-sha-Allah sera oise dekte,0,,,,,
,,"Ami jodi amr ammure koi youtube o deksi something try kortam.ammur same reaction oy n koin amr faggor boraibayna, keo khaito farena.biya bade howrir mair khaia randa hikio",0,,,,,
,,Begunir bodla kumra asil r Akn kathol or kabab r burger kaiya jibon basaite oibo,0,,,,,
,,ebla betintor mat hunia ami behush ,0,,,,,
,,katol or burger banaiya amare recipe share koris ,0,,,,,
,,Vai re rujay dori laice lager,0,,,,,
,,Bhai gorur bor dia kabab r kichuri oito asil,0,,,,,
,,edaning Burhan sab Shundor oijaira deki ,0,,,,,
,,hibay gelay kne,0,,,,,
,,mama amare vaiye share kori disoin ba,0,,,,,
,,savdan amrar sylheti furin Tor dike couk Dio na abr,0,,,,,
,,oy tumare kita mainshe jikaison ni,0,,,,,
,,"omaigu eta kita hunlam , amio sylhety kintu otota jani na",0,,,,,
,,Ekano sobti sobdo sylhety bhasha nay koykta arbi sobdo ase,0,,,,,
,,Eno amon amon kotha ja ami jibone o huncci na khati sylheti oiyau.age nije sylheti math hiko pore video banaiyo,0,,,,,
,,hokkoltau deki koilaise,0,,,,,
,,durum sandi share disi afnare k koise ita koita ashte ashte feto bish korer,0,,,,,
,,tumar kota ami ekn mantam na ami ghumaitam ekn,0,,,,,
,,bejan bhul koia gese beti igge,0,,,,,
,,hayre ami sylhety oiao koytar mane bujram na,0,,,,,
,,Tumi etha hiklay kila go,0,,,,,
,,maiggo taintain fulia kodu oigesoin,0,,,,,
,,bala lagse go boin aij sylhety kori monor maje alada ek lara mare,0,,,,,
,,boin tui age bala kori sylhety basha hik tar pore video bala,0,,,,,
,,Amar same kota mas dora ainja isa kilan oy,0,,,,,
,,tui randi re na surgery korre,0,,,,,
,,Ami sob ti video dekram ..ou poilataki,0,,,,,
,,tui banais chana biran r tui dalibora jalaibe te teng bangilimu,0,,,,,
,,Allah re ba suna amr chacha nai er lagi ,0,,,,,
,,aw tumi ar ami miliya ekta kori,0,,,,,
,,haso kitar lagi amare insult koria,0,,,,,
,,duro ami tumar chacha kun engel o pori,0,,,,,
,,tor betire baire jaite disna tufano pore bipodo porbe,0,,,,,
,,Amr husband o maybe ekdhin amare okhan koibo,0,,,,,
,,mat bujo bhaiya last a kita koilay etha,0,,,,,
,,Fare na vaia. Allah r banani sob manush sundor,0,,,,,
,,tumar bow a Kita koin ba eta,0,,,,,
,,"ami ekta koitam aslam ek vai e dwkiar koilisoin",0,,,,,
,,"amra amma abbare amrar janor taki beshi bala fai,bai re bai post ikta fura agun",0,,,,,
,,Ji oy vaichab afne akbare hasa mat matsoin. Sylheti to Sylhetiu. Amra oilam Brand. Al-hamdulillah,0,,,,,
,,Oy vai ikan hasa .J jegat ow thaki na kene kali mono oy ami sylheti,0,,,,,
,,vai ami tho beanibazari ami kita sylhetir maje pori ni?,0,,,,,
,,ijjot shobche boro kaile kao na kaile upash takio ijjot sario na,0,,,,,
,,Moddo bitto nay Nimno Moddo bitto koy itare,0,,,,,
,,vai sifa safat nile to mair kaite oibo judi oporichito oy ,0,,,,,
,,Koina re kou oby aitoh kuno kano jaibr kam nai,0,,,,,
,,Bai oto ginna Kore ... Tmi manush or furin loiya oto comment koro kne,0,,,,,
,,Right Bhai jaan amra beti manus manusor kota hunte oy ,0,,,,,
,, biya kortay Kori pura pagol oiya gurtay akon kow ni goro takbo tumi toh 12 bosor taki line mara Hikso,0,,,,,
,,koina hokkoltin tumar bari jaibogi bo baisab tumi tura jaga dilaio ,0,,,,,
,,koinaintor shob duk tumi bujlay kila...noya koinaintor loge mone oy ektu beshi bab take tumar ,0,,,,,
,,Hok kota koiso re vai,0,,,,,
,,Vai tumi kou amra furin koi jaitam,0,,,,,
,,Jaibar jaga ase beta kuddhus ... khobristan o jaita giya khow ...tumi Etha khoiya Khoina betin thore baro tulray ..,0,,,,,
,,Oyre vai akmatro afne bujcchoin koinaintor kostokhanta..r kw bujena....okanu sukria re vai... Tobe re vai amr boro janar eccha afnar bari khano??afne kita khanaighati ni,0,,,,,
,,te to kiba mon failisoin afnar mon dilao tura akjora,0,,,,,
,,Tumar sir Or obay diya kial rako.... Hendel sendal Sara beka oijar,0,,,,,
,,apne toh buja jar e bisoy loiya bout sintat asoin,0,,,,,
,,Koina Amar barit aigesoin new aiya,0,,,,,
,,Tumi inbox akta knock deo khub important mat ashe khub emergency mat?,0,,,,,
,,jalalabadi Bai a koutuk koria koileo hasa mat matoin shob shomoy ,0,,,,,
,,dua jekta korsi egu kobul oise na,0,,,,,
,,"E suror kub bala somporko asay tomar logay",0,,,,,
,,tumar mata oito,0,,,,,
,,Bemar aslai vala oiso ruja rako kail video kigge dkto hutki shira amra chini kila randoin,0,,,,,
,,Lebu diya hutki sira E kijator khani Ohh labu oile jhal kom Lagbo!,0,,,,,
,,2 din age nu deklam Jaire giya koi 40 din sinni kaimu kiban,0,,,,,
,,ami banaimu hori,0,,,,,
,, ajkeo sylhet Gia ailam miss korlam rebo🥲,0,,,,,
,,Afnar kofal o hot wheels salaitam sai,0,,,,,
,,Oto boro oia harsi ila syloti gaan hunchi na ,0,,,,,
,,kail moynar kita hunlam na ,0,,,,,
,,Exam sesh na owar ageu sobor valobasa akta kori bariigese ,0,,,,,
,,etar confession dekhle lage amra buri oigesi.oto pirit amrar somoy kew dekhaise na re basahokol,0,,,,,
,,Kandon er maje hasio nh sobe nu bujbo ovinoy,0,,,,,
,,keu hasa hasi korio na ekta sad video ,0,,,,,
,,Gesa kailkur vedio bashi view oise maybe er legi aayz again new drama ,0,,,,,
,,K kita koilo nah dakia video make koro vala kicchu oibo appi in sha allah dua ache ,0,,,,,
,,"tui hahahah react dile kene, mamla dilaibo nu",0,,,,,
,,Yaa Kandio na te vaia tmr lagi Canada taki chocolate fataimu chill ,0,,,,,
,,Sympathy r kuno obostay fawa jar na ,0,,,,,
,,Gorome jibon nosto oijibo ,0,,,,,
,,Matro 2 ta band abr Auditorium o Venuee eta kunu ktha hoilo?,0,,,,,
,,Akon jawar iccah oi kome gese Auditorium iktat j gorom,0,,,,,
,,Tickets koitaki nitam bai mlbt kunukano ase ni?,0,,,,,
,,ahareeee oitooo khelaaa ,0,,,,,
,,Ar venue paico nani re vai,0,,,,,
,,Venue dekhiya tmrare vai hokol nomoshkar diram....chuti loislm jawar kintu okon r jawa oitona,0,,,,,
,,"Apu allah itar bisar korba...apu apni itar biruddee step nain,ita manush oklor bisar allah y korba....",0,,,,,
,,Maiggo khub siriyas,0,,,,,
,,Akdom tik kota koyson afna afia,0,,,,,
,,"Case koroin , jara airokhom kore",0,,,,,
,,Tumra ar eta video korio na bad dew video korar. Annay Islamic video korio,0,,,,,
,,Ami okhn dekia obakh jen kew kew ashar react desoin .. literally duniai ikn kita or ..akhta suto furi re loia otha korra mnush e .c c c ..,0,,,,,
,,O khala Tumi jaga moto bicar deu dekhbay ne Sotik bicar Oibo,0,,,,,
,,videor lagi allahr gese bisar dew Allah tmi bichar koro,0,,,,,
,,Kene ba tumi tain eta koro . ,0,,,,,
,,Ekon taki Amar dulal or hori re je Gali Diba Ami direct action nimu ,0,,,,,
,,Ami bichar kormu amare kow amar moumitare ke kita koice,0,,,,,
,,Keu lagio na re bodua lagijibo sasir.,0,,,,,
,,amar basar kan dath ino hindu oklor lash pora ni oy . ar  khalor moylar gondo korey .,0,,,,,
,,"Moshay Kam loilay oto mosha 
bashar loge oiya ow kew jay na",0,,,,,
,,jara jara chintai korta tarar lagi favourite place asil okon clean koira light lagaia nosto korilise,0,,,,,
,,Bapre picture o amar basha o dekha jar,0,,,,,
,,Ojogor hap or bhule kollat doriya atkaito ,0,,,,,
,,J maya kori mataira agor poricito,0,,,,,
,,Khollat dor aghe,0,,,,,
,,Kamor kaile daday kawkka ,0,,,,,
,,Afne nije doroin na kene,0,,,,,
,,ei hus hus hurr  goru dakairy ni na haf dakairy rebo baisab,0,,,,,
,,"He mono koy awami leage asil ,mainsore kam korar kota koia he nai",0,,,,,
,,bai inbox ta check korba ektu,0,,,,,
,,Vai vc ke Ekhon?  Ar ota kita consecutive 3 sems ee 4 laage ni?,0,,,,,
,,Qiamotor alamot,0,,,,,
,,Yaa allah direct bash dilaiso ,0,,,,,
,,bai video share des na kne  ita thik ny kintu ar uk thaki ekta expensive dress fatha mamun bair lge naile khbr oi jaibo,0,,,,,
,,Khalik cacar betire share koro ,0,,,,,
,,Tain ow nirbacino kara oita kori mita mita matra,0,,,,,
,,Apnar Bari Vishwanath ne,0,,,,,
,,Tisu nay re wipes koin ,0,,,,,
,,Jumur mar videocholer,0,,,,,
,,Moumitar hator tar soler,0,,,,,
,,Deko halot manush je gail dey tai akta hat kata genji findiya video korer jatey manush gail dein like cmnt besi oitu,0,,,,,
,,Eta re tui Tik korbe ni beta na kita,0,,,,,
,,mamu tumar boyanor opekkay,0,,,,,
,,Sundor apur mobailer video choler,0,,,,,
,,Gaij na Gai koiray,0,,,,,
,, just dek bad baki inbox o koimu,0,,,,,
,,Loge go boin bodi gard rakiyo tou safty takbay,0,,,,,
,,Amar barit fokir ali gan bajaimu tomra aibayni payment besi kori dimu number deinjeno  khalike  to fokir ali gan gay tomra dui boin o  aio,0,,,,,
,,Cul kundin lomba oilo mumita apar,0,,,,,
,,Ou kita koilo fuwa gutay,0,,,,,
,,r nam nai ni amar nam neoa lage ni,0,,,,,
,,Fojor johar shob miss...chi chi.. sugar check koro 1tat utso,0,,,,,
,,I'd nam kita abr kow vuli gesi,0,,,,,
,,Golar maje kita go Koina beti,0,,,,,
,,vala rava ou punjabi findeya aij eid korlay ,0,,,,,
,,Tumar golat kita oise go,0,,,,,
,,Tumar golat kita oise go 80 bosorer bura betir lakan kuskus lager,0,,,,,
,,Kalik caca jumu afu re biya ditani,0,,,,,
,,Sosman nay go buwai sospan ,0,,,,,
,,tore panjabi deyar kotha koyer,0,,,,,
,,Aha re biyar oto gan but tumar family a eta bujoin nani,0,,,,,
,,Tumrar  mil dekhia amar mone koy choto hoiya abar bapor ghoro jaitam giya,0,,,,,
,,chaw tumar tho taire kub choice ,0,,,,,
,,Takle kila bala oito?,0,,,,,
,,Kichu kowar nai mani lailam dako vabiya,0,,,,,
,,Khala tumar abo biya oice na ni ami mone korcilam tumi 3 baccar maa,0,,,,,
,,khali manus re copy koro kne.. parle neje kunta koro,0,,,,,
,,hotel book kor joldi joldi ,0,,,,,
,,Vai etar vidow kali amr samne ayh kne,0,,,,,
,,Aktu dakhis re bhi tor kalik sasa r sasi a nu english hikaira,0,,,,,
,,Snack orto arek ta ace jol khabar,0,,,,,
,,Marilise kalik chay akon English a mathba,0,,,,,
,,goro tura hikaio mama english,0,,,,,
,,Mobile igu loiya bout boro bhul korci...,0,,,,,
,,Jumu re biya kundin dilay go dawot dilaina,0,,,,,
,,Khali babay daoyath dilay amra betin khali like ar share ditam akhon ar unfollow dimu Assalamualaikum,0,,,,,
